,Observation id,Observation date,Description,Media file,Total length,FPS,Oleamide Exposure,Experimental Day,Photoperiod,Human Disturbance,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop,ind,obs,date,time,rtime
1816,P15 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct4 (exp)/P15_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Hermit Crab2,Roaming,NA,None,STATE,3571.251,3612.247,40.996,NA,NA,P15,d6_Short,10/4/22,12:17:00,13:16:31
1817,P16 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Hermit Crab1,Stationary,NA,Alert Sitting,STATE,3572.477,3604.97,32.493,NA,NA,P16,d2_Short,10/1/22,12:30:00,13:29:32
1818,P13 d6_Short,9/11/22 12:24,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep11 (exp)/P13_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Snail3,Roaming,NA,None,STATE,3573.571,6698.467,3124.896,NA,NA,P13,d6_Short,9/11/22,12:24:00,13:23:34
1819,P15 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct4 (exp)/P15_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Hermit Crab1,left,NA,NA,STATE,3579.151,3757.675,178.524,NA,NA,P15,d6_Short,10/4/22,12:17:00,13:16:39
1820,P15 d9_Short,10/7/22 12:18,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct7 (post)/P15_d9_Short.mov,9004,29.97,post,9,day,yes,Hermit Crab2,Roaming,NA,None,STATE,3597.505,3612.509,15.004,NA,NA,P15,d9_Short,10/7/22,12:18:00,13:17:58
1821,P14 d2_Short,9/7/22 12:24,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep7 (d2)/P14_d2_Short.mov,7203.2,29.97,pre,2,day,yes,Snail2,Roaming,NA,None,STATE,3601.255,4117.141,515.886,NA,NA,P14,d2_Short,9/7/22,12:24:00,13:24:01
1822,P14 d2_Short,9/7/22 12:24,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep7 (d2)/P14_d2_Short.mov,7203.2,29.97,pre,2,day,yes,Swim Crab1,Roaming,NA,None,STATE,3602.886,3851.514,248.628,NA,NA,P14,d2_Short,9/7/22,12:24:00,13:24:03
1823,P15 d9_Short,10/7/22 12:18,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct7 (post)/P15_d9_Short.mov,9004,29.97,post,9,day,yes,Swim Crab2,Stationary,NA,Alert Sitting,STATE,3603.411,3673.41,69.999,NA,NA,P15,d9_Short,10/7/22,12:18:00,13:18:03
1824,P14 d9_Short,9/14/22 12:12,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep14 (post)/P14_d9_Short.mov,7203.2,29.97,post,9,day,yes,Swim Crab1,Under Refuge,Evasion,NA,STATE,3604.73,7203.196,3598.466,NA,NA,P14,d9_Short,9/14/22,12:12:00,13:12:05
1825,P14 d9_Short,9/14/22 12:12,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep14 (post)/P14_d9_Short.mov,7203.2,29.97,post,9,day,yes,Swim Crab1,Unobservable,NA,NA,STATE,3604.73,3710.568,105.838,NA,NA,P14,d9_Short,9/14/22,12:12:00,13:12:05
1826,P16 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Hermit Crab1,Roaming,NA,None,STATE,3604.971,3680.344,75.373,NA,NA,P16,d2_Short,10/1/22,12:30:00,13:30:05
1827,P15 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Swim Crab2,Roaming,NA,None,STATE,3609.026,3784.126,175.1,NA,NA,P15,d2_Short,10/1/22,12:30:00,13:30:09
1828,P13 d9_Short,9/14/22 12:13,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep14 (post)/P13_d9_Short.mov,9004,29.97,post,9,day,no,Hermit Crab2,Burrow,Evasion,NA,STATE,3609.266,3640.759,31.493,NA,NA,P13,d9_Short,9/14/22,12:13:00,13:13:09
1829,P16 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct4 (active)/P16_d6_Short.mov,7203.2,29.97,exposure,6,day,no,Swim Crab1,left,NA,NA,STATE,3609.624,3685.63,76.006,NA,NA,P16,d6_Short,10/4/22,12:17:00,13:17:10
1830,P15 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct4 (exp)/P15_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Hermit Crab2,Stationary,NA,Alert Sitting,STATE,3612.248,3652.247,39.999,NA,NA,P15,d6_Short,10/4/22,12:17:00,13:17:12
